offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,sphere_x,sphere_y,sphere_z
0.0192949162034905,0.04347496058138542,0.03176166604011643,1.5491137850122148,-3.1865276513303042,0.04704267398914888,-0.43810033133927406,0.025261908018659705,-0.2185092765058384
