offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,sphere_x,sphere_y,sphere_z
0.019216410709270916,0.043699891578269374,0.03202725049721028,1.5466571798655018,-3.187100641751731,0.0478402585641324,-0.4383737165141972,0.02527337562821114,-0.21862814428206456
