offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,sphere_x,sphere_y,sphere_z
-0.3215216269074505,-0.06443648094358034,0.26879384322492744,0.5032128374189915,-2.4594554944530698,-3.455751918948773,-0.40602349909110014,0.05224137394083165,-0.19960312699734975
