offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
-0.01560069308120185,0.017515435176422466,0.19461247334063952,-0.9690661862245336,0.7540121451928792,0.5596064354939471,0.7791574313184618,-0.3274003388104721,0.011371354059516706,-0.18713927211418693
