offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,sphere_x,sphere_y,sphere_z
-0.31894854395527017,-0.06630855796977068,0.2712270643210939,0.5052716462211702,-2.4520513361407117,-3.455751918948773,-0.4050593418915451,0.05222423617725754,-0.19936336327026752
