offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.5258165428968161,-0.2228060062180043,-0.265256791695506,0.44946154826049733,0.9971417578748029,0.4578929265205653,0.004175418926020488,-0.07423495752787918,-0.14529369771788792,-0.05125538338068764
