offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.028500022829413732,0.042009999534586874,0.032009999496821734,8.09952734442625e-09,0.7071067814917895,0.7071067808865645,8.51850137447451e-09,-0.3949739836625912,-0.22304542994838109,-0.3332296136800425
