offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,sphere_x,sphere_y,sphere_z
0.032937973231027456,0.04173819468900977,0.03758672813807045,1.5475794857906076,-3.114195506467584,-0.02340581881313086,-0.428499094269618,0.024876132417922425,-0.21528689732321885
