offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.03132731150714146,0.040502529729897416,0.033806948060957326,-0.014259267340624517,0.7084784012196261,0.7056561572232387,-0.0022857106693450766,-0.42805339043074303,0.026112716652865353,-0.21482994690947332
