offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.03173628586888722,0.04023912454223938,0.03368462518751681,-0.017108809119819206,0.7081154986801889,0.70693533537361,-0.001359521535401448,-0.4275823455624569,0.025845455914518898,-0.214610496962745
