offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,sphere_x,sphere_y,sphere_z
0.031434376920593754,0.040482027938974686,0.03386394864451482,1.5661739553313128,-3.1176563131905812,-0.019163993361096556,-0.42800389114065174,0.025818562003674488,-0.21481435607507052
