offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.02804410272606293,0.042231600510032274,0.03215193185046514,-0.004382495364728638,0.709229702056278,0.7049748425827526,0.0007301393671694887,-0.07977569143942168,-0.1797577976095014,-0.23026698672292353
