offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.03189950976967534,0.04035544174605016,0.033512384728892945,-0.016512319112240898,0.7077032800862931,0.7063957308166732,-0.002152797104349654,-0.4277764017180635,0.02584391140306649,-0.21474053717895608
