offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.028500001269796817,0.04201001535045617,0.032010003191259906,1.6815134980058593e-10,0.70710677939539,0.7071067828540025,3.127394848342917e-10,-0.5236517568132852,-0.17561211696600004,-0.2207700711403161
