offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.02849999660215054,0.04200997955947349,0.03200999806818434,-8.43228679940161e-10,0.7071067818779605,0.7071067804944645,-7.996994851590735e-10,-0.39496272938788257,-0.22297631221216196,-0.33194355325071334
