offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.38129895417887305,0.13470042710896843,0.06695265873375515,0.1806313835244175,0.9764890778093419,0.03527622099480929,-0.44432107802217335,-0.1487667517975018,0.032238149601240676,-0.08775610962770887
