offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.030958340261004216,0.040494319477983,0.033368626570291784,-0.013063352136692694,0.7078896067749193,0.706257898786621,-0.0020164442964500356,-0.4281824802921928,0.02605862721673166,-0.2148195338582285
