offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,sphere_x,sphere_y,sphere_z
0.21097650284635502,0.32012035069822364,-0.18285119715023576,0.9146048201678459,-1.6031332187289182,0.07151887492224565,-0.634029449899079,0.06321627986705458,-0.29887705900872485
