offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.58281710888691,-0.251604646326879,0.360002735152917,0.1934730199335362,0.9916881295065141,0.6644189739583559,0.45940889735791984,-0.43156572119147696,0.023869314418639986,-0.20358189821084752
