offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.031295042637161714,0.04064339314347343,0.033807491602141235,-0.013990131750472874,0.7088413236952119,0.70530433687147,-0.0023211704102157355,-0.42828754597561736,0.026116889354220813,-0.2149353572160796
