offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,sphere_x,sphere_y,sphere_z
0.0315415825287639,0.04027284289655174,0.033746512667218675,1.5681901254859132,-3.116716562288516,-0.020085809511474585,-0.42776763414671487,0.025330079513667208,-0.2146880689761125
