offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,sphere_x,sphere_y,sphere_z
0.019107810583179195,0.043547396175539974,0.03173058818023187,1.5482742013984654,-3.1876639048402984,0.046926508972541116,-0.438320241573909,0.02519923016239297,-0.21854956516600785
