offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.031199330990689927,0.04053632432503862,0.033820816043072646,-0.01387898502758685,0.7086303132999577,0.7055104572056006,-0.0020602001998248085,-0.4281177309238105,0.026045754524893282,-0.21483040388381866
