offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.028874729747942657,0.041435329837323204,0.032970469832991574,-0.003712037507011099,0.7081467157049212,0.7060516602195823,-0.0013271190382178294,-0.07963628285341644,-0.1798918250085721,-0.23196823612215753
