offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,sphere_x,sphere_y,sphere_z
0.01864398025743213,0.0434675339212563,0.03164399702944999,1.549746350289246,-3.1894661520887904,0.04654260374033804,-0.43817090572472067,0.025183393896424246,-0.21838171228900594
