offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,sphere_x,sphere_y,sphere_z
0.032038219657691276,0.03985467008364479,0.03383562927472527,1.5703968407412587,-3.113550179698425,-0.02484976503717182,-0.42706502837619537,0.02555878669756651,-0.21436811472566342
