offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.028500001316500587,0.04201001590891567,0.03201000298057794,1.73493808896536e-10,0.7071067793852011,0.7071067828616947,3.246815905513271e-10,-0.5236462713266962,-0.17563272097791943,-0.22075907897285432
