offset_x, offset_y, offset_z,rotation_x,rotation_y,rotation_z,rotation_w,sphere_x,sphere_y,sphere_z
0.02849999484880605,0.0420100105861011,0.03201000003334043,-1.5882865094428424e-09,0.7071067808991288,0.7071067814732633,-1.3609020164226771e-09,-0.3949095191857744,-0.22293133336240387,-0.3318862456625575
